timestamp,co,pm25,pm10,no2,so2,o3,aqi,temperature,humidity,pressure,wind_speed,rainfall,outdoor_safe,outdoor_safe_label,safety_reasons
2025-12-07 00:00:00+00:00,909.0,82.4,82.9,12.7,27.6,72.0,150,30.483570765056164,64.6170265333809,1016.314406343337,1.332813064594452,0.0,0,NO,PM2.5 too high (82.4)
2025-12-07 01:00:00+00:00,1143.0,86.1,86.6,17.8,29.6,65.0,150,27.308678494144075,34.347474110150614,1018.8673692874266,3.369757167648008,0.0,0,NO,PM2.5 too high (86.1)
2025-12-07 02:00:00+00:00,1442.0,92.9,93.4,24.7,32.5,57.0,200,31.23844269050346,39.77721866841431,1013.9051077935184,3.7473326227451778,0.0,0,NO,PM2.5 too high (92.9); AQI too high (200)
2025-12-07 03:00:00+00:00,1616.0,96.2,96.6,28.4,34.9,59.0,200,35.61514928204013,71.14896141034072,1006.5158402602208,4.7102235577819,0.0,0,NO,PM2.5 too high (96.2); AQI too high (200)
2025-12-07 04:00:00+00:00,1555.0,97.8,98.3,25.9,36.7,82.0,200,26.82923312638332,62.56298157191912,1014.9984397587632,5.37081102985256,0.0,0,NO,PM2.5 too high (97.8); AQI too high (200)
2025-12-07 05:00:00+00:00,1369.0,94.1,94.8,20.1,38.0,115.0,200,26.8293152152541,57.24024995470981,1009.7432155310408,1.477358712258197,0.0,0,NO,PM2.5 too high (94.1); AQI too high (200)
2025-12-07 06:00:00+00:00,1193.0,84.1,85.0,15.4,38.6,142.0,150,35.896064077536955,60.2765089959809,1010.3569165912512,1.7837137331844928,0.0,0,NO,PM2.5 too high (84.1)
2025-12-07 07:00:00+00:00,1049.0,70.3,71.5,12.2,37.9,157.0,150,31.837173645764544,65.21372558042506,1015.9318200937756,1.1136332116280756,3.382160397661626,0,NO,PM2.5 too high (70.3)
2025-12-07 08:00:00+00:00,915.0,63.1,64.5,10.1,36.3,165.0,150,25.65262807032524,51.90360479535958,1019.191415357168,2.648970211339528,0.0,0,NO,PM2.5 too high (63.1)
2025-12-07 09:00:00+00:00,857.0,58.2,59.8,11.5,35.0,163.0,100,30.712800217929825,48.32542911896531,1013.1063578836804,3.699537561669502,0.0,1,YES,All parameters within safe limits
2025-12-07 10:00:00+00:00,937.0,56.3,58.0,19.8,34.3,147.0,100,25.682911535937688,62.93767882646522,1014.5441650629948,4.481001774883653,0.0,1,YES,All parameters within safe limits
2025-12-07 11:00:00+00:00,1094.0,58.0,59.4,31.7,33.9,121.0,100,25.67135123214872,45.32440833577452,1021.5110747231762,2.886073464536216,0.0,1,YES,All parameters within safe limits
2025-12-07 12:00:00+00:00,1211.0,57.4,58.1,38.7,34.4,97.0,100,29.20981135783017,66.12379133571707,1014.2037658974428,2.5202287151177343,0.0,1,YES,All parameters within safe limits
2025-12-07 13:00:00+00:00,1242.0,58.9,59.4,37.5,34.3,92.0,100,18.43359877671101,34.46124593643239,1026.008415570902,3.2276369883731104,0.0,1,YES,All parameters within safe limits
2025-12-07 14:00:00+00:00,1234.0,59.3,59.8,35.8,34.2,85.0,100,19.375410837434835,75.43733455988465,1015.8275482281578,1.7472856475549654,0.0,1,YES,All parameters within safe limits
2025-12-07 15:00:00+00:00,1210.0,60.5,61.0,33.5,33.8,80.0,150,25.18856235379513,67.08896223619564,1004.1961862042208,6.1343080825421605,0.0,0,NO,PM2.5 too high (60.5)
2025-12-07 16:00:00+00:00,1178.0,62.6,63.3,30.6,33.1,79.0,150,22.93584439832788,63.840446014708135,1016.7667081055226,0.5885084593229122,0.0,0,NO,PM2.5 too high (62.6); Poor air dispersion (low wind + pollution)
2025-12-07 17:00:00+00:00,1130.0,65.2,65.9,27.2,32.2,80.0,150,29.571236662976368,74.74036475918271,1014.9057919244138,3.277110868343587,6.549100678540104,0,NO,PM2.5 too high (65.2)
2025-12-07 18:00:00+00:00,1069.0,65.7,66.4,23.8,31.2,81.0,150,23.459879622393945,84.98211666693865,1019.4487637704136,6.035409328844459,0.0,0,NO,PM2.5 too high (65.7)
2025-12-07 19:00:00+00:00,980.0,63.8,64.7,20.0,29.9,82.0,150,20.938481493323543,75.21555097527195,1016.3659067563498,3.0101997668399965,0.0,0,NO,PM2.5 too high (63.8)
2025-12-07 20:00:00+00:00,878.0,62.2,63.3,16.2,28.6,83.0,150,35.32824384460777,32.38688653002532,1012.3077200800813,2.7149414474977585,0.0,0,NO,PM2.5 too high (62.2)
2025-12-07 21:00:00+00:00,804.0,60.5,61.9,13.5,27.5,84.0,150,26.871118497567323,40.80634549896448,1006.8785088185532,2.463831865784359,0.0,0,NO,PM2.5 too high (60.5)
2025-12-07 22:00:00+00:00,759.0,60.1,61.7,12.0,26.7,83.0,150,28.33764102343962,50.62772133456482,1011.95488371357,2.729412477356388,0.0,0,NO,PM2.5 too high (60.1)
2025-12-07 23:00:00+00:00,743.0,60.8,62.2,11.7,26.2,82.0,150,20.87625906893272,60.3913657531625,1008.7473977289536,5.059272712014796,0.0,0,NO,PM2.5 too high (60.8)
2025-12-08 00:00:00+00:00,793.0,63.3,64.7,13.1,27.2,80.0,150,25.278086377374088,67.76488530703685,1010.0973827509764,-0.3177928669942602,0.0,0,NO,PM2.5 too high (63.3); Poor air dispersion (low wind + pollution)
2025-12-08 01:00:00+00:00,981.0,68.2,69.8,18.4,29.0,74.0,150,28.55461294854933,49.11384280269802,1015.942892022103,5.300150551944489,0.0,0,NO,PM2.5 too high (68.2)
2025-12-08 02:00:00+00:00,1236.0,76.4,77.8,25.5,31.5,67.0,150,22.245032112888488,62.80150146715617,1021.3495225217572,0.8640642713247821,0.0,0,NO,PM2.5 too high (76.4); Poor air dispersion (low wind + pollution)
2025-12-08 03:00:00+00:00,1382.0,80.8,82.2,29.2,33.7,71.0,150,29.87849009172836,48.66925601470016,1014.9733576491147,2.600021506148378,0.0,0,NO,PM2.5 too high (80.8)
2025-12-08 04:00:00+00:00,1319.0,83.1,84.5,26.5,35.2,97.0,150,24.99680655040597,50.82723295512078,1007.020584689824,2.3561333695520075,0.0,0,NO,PM2.5 too high (83.1)
2025-12-08 05:00:00+00:00,1147.0,79.9,81.7,20.4,36.4,134.0,150,26.54153125103361,38.900083547276665,1015.2230133411008,3.88282990465608,0.0,0,NO,PM2.5 too high (79.9)
2025-12-08 06:00:00+00:00,986.0,73.1,75.2,15.4,37.0,162.0,150,24.991466938853016,46.15150130833644,1018.9831574332284,0.6028134721743785,0.0,0,NO,PM2.5 too high (73.1); Poor air dispersion (low wind + pollution)
